index,r_schedule,g_schedule,b_schedule,orig_r_schedule,orig_g_schedule,orig_b_schedule,orig_config_idx,circuit_distance,collisions
688,"[4, 3, 5, 2, 6, 1]","[1, 5, 3, 4, 2, 6]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
689,"[4, 3, 6, 1, 5, 2]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
690,"[4, 3, 6, 1, 5, 2]","[2, 6, 3, 4, 1, 5]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
691,"[4, 3, 6, 1, 5, 2]","[2, 5, 3, 4, 1, 6]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
692,"[4, 3, 6, 1, 5, 2]","[2, 5, 3, 4, 1, 6]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
693,"[4, 3, 6, 1, 5, 2]","[1, 6, 3, 4, 2, 5]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
694,"[4, 3, 6, 1, 5, 2]","[1, 6, 3, 4, 2, 5]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
695,"[4, 3, 6, 1, 5, 2]","[1, 5, 3, 4, 2, 6]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
696,"[4, 3, 6, 1, 5, 2]","[1, 5, 3, 4, 2, 6]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
697,"[4, 3, 5, 1, 6, 2]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
698,"[4, 3, 5, 1, 6, 2]","[2, 6, 3, 4, 1, 5]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
699,"[4, 3, 5, 1, 6, 2]","[2, 5, 3, 4, 1, 6]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
700,"[4, 3, 5, 1, 6, 2]","[2, 5, 3, 4, 1, 6]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
701,"[4, 3, 5, 1, 6, 2]","[1, 6, 3, 4, 2, 5]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
702,"[4, 3, 5, 1, 6, 2]","[1, 6, 3, 4, 2, 5]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
703,"[4, 3, 5, 1, 6, 2]","[1, 5, 3, 4, 2, 6]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
704,"[4, 3, 5, 1, 6, 2]","[1, 5, 3, 4, 2, 6]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
705,"[3, 4, 1, 5, 2, 6]","[1, 6, 4, 3, 2, 5]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
706,"[3, 4, 1, 5, 2, 6]","[1, 6, 4, 3, 2, 5]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
707,"[3, 4, 1, 5, 2, 6]","[1, 6, 4, 3, 2, 5]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
708,"[3, 4, 1, 5, 2, 6]","[1, 6, 4, 3, 2, 5]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
709,"[3, 4, 1, 6, 2, 5]","[1, 5, 4, 3, 2, 6]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
710,"[3, 4, 1, 6, 2, 5]","[1, 5, 4, 3, 2, 6]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
711,"[3, 4, 1, 6, 2, 5]","[1, 5, 4, 3, 2, 6]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
712,"[3, 4, 1, 6, 2, 5]","[1, 5, 4, 3, 2, 6]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
713,"[3, 4, 2, 5, 1, 6]","[2, 6, 4, 3, 1, 5]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
714,"[3, 4, 2, 5, 1, 6]","[2, 6, 4, 3, 1, 5]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
715,"[3, 4, 2, 5, 1, 6]","[2, 6, 4, 3, 1, 5]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
716,"[3, 4, 2, 5, 1, 6]","[2, 6, 4, 3, 1, 5]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
717,"[3, 4, 2, 6, 1, 5]","[2, 5, 4, 3, 1, 6]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
718,"[3, 4, 2, 6, 1, 5]","[2, 5, 4, 3, 1, 6]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
719,"[3, 4, 2, 6, 1, 5]","[2, 5, 4, 3, 1, 6]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
720,"[3, 4, 2, 6, 1, 5]","[2, 5, 4, 3, 1, 6]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
721,"[4, 3, 6, 2, 5, 1]","[6, 1, 3, 4, 5, 2]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
722,"[4, 3, 6, 2, 5, 1]","[6, 1, 3, 4, 5, 2]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
723,"[4, 3, 6, 2, 5, 1]","[6, 1, 3, 4, 5, 2]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
724,"[4, 3, 6, 2, 5, 1]","[6, 1, 3, 4, 5, 2]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
725,"[4, 3, 5, 2, 6, 1]","[5, 1, 3, 4, 6, 2]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
726,"[4, 3, 5, 2, 6, 1]","[5, 1, 3, 4, 6, 2]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
727,"[4, 3, 5, 2, 6, 1]","[5, 1, 3, 4, 6, 2]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
728,"[4, 3, 5, 2, 6, 1]","[5, 1, 3, 4, 6, 2]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
729,"[4, 3, 6, 1, 5, 2]","[6, 2, 3, 4, 5, 1]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
730,"[4, 3, 6, 1, 5, 2]","[6, 2, 3, 4, 5, 1]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
731,"[4, 3, 6, 1, 5, 2]","[6, 2, 3, 4, 5, 1]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
732,"[4, 3, 6, 1, 5, 2]","[6, 2, 3, 4, 5, 1]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
733,"[4, 3, 5, 1, 6, 2]","[5, 2, 3, 4, 6, 1]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
734,"[4, 3, 5, 1, 6, 2]","[5, 2, 3, 4, 6, 1]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
735,"[4, 3, 5, 1, 6, 2]","[5, 2, 3, 4, 6, 1]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
736,"[4, 3, 5, 1, 6, 2]","[5, 2, 3, 4, 6, 1]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",16,6,0
737,"[4, 3, 1, 5, 2, 6]","[4, 1, 6, 3, 5, 2]","[6, 2, 3, 1, 5, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
738,"[4, 3, 1, 5, 2, 6]","[4, 1, 5, 3, 6, 2]","[5, 2, 3, 1, 6, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
739,"[4, 3, 1, 5, 2, 6]","[4, 2, 6, 3, 5, 1]","[6, 1, 3, 2, 5, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
740,"[4, 3, 1, 5, 2, 6]","[4, 2, 5, 3, 6, 1]","[5, 1, 3, 2, 6, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
741,"[4, 3, 1, 6, 2, 5]","[4, 1, 6, 3, 5, 2]","[6, 2, 3, 1, 5, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
742,"[4, 3, 1, 6, 2, 5]","[4, 1, 5, 3, 6, 2]","[5, 2, 3, 1, 6, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
743,"[4, 3, 1, 6, 2, 5]","[4, 2, 6, 3, 5, 1]","[6, 1, 3, 2, 5, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
744,"[4, 3, 1, 6, 2, 5]","[4, 2, 5, 3, 6, 1]","[5, 1, 3, 2, 6, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
745,"[4, 3, 2, 5, 1, 6]","[4, 1, 6, 3, 5, 2]","[6, 2, 3, 1, 5, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
746,"[4, 3, 2, 5, 1, 6]","[4, 1, 5, 3, 6, 2]","[5, 2, 3, 1, 6, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
747,"[4, 3, 2, 5, 1, 6]","[4, 2, 6, 3, 5, 1]","[6, 1, 3, 2, 5, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
748,"[4, 3, 2, 5, 1, 6]","[4, 2, 5, 3, 6, 1]","[5, 1, 3, 2, 6, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
749,"[4, 3, 2, 6, 1, 5]","[4, 1, 6, 3, 5, 2]","[6, 2, 3, 1, 5, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
750,"[4, 3, 2, 6, 1, 5]","[4, 1, 5, 3, 6, 2]","[5, 2, 3, 1, 6, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
751,"[4, 3, 2, 6, 1, 5]","[4, 2, 6, 3, 5, 1]","[6, 1, 3, 2, 5, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
752,"[4, 3, 2, 6, 1, 5]","[4, 2, 5, 3, 6, 1]","[5, 1, 3, 2, 6, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
753,"[3, 4, 6, 2, 5, 1]","[3, 6, 1, 4, 2, 5]","[1, 5, 4, 6, 2, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
754,"[3, 4, 6, 2, 5, 1]","[3, 5, 1, 4, 2, 6]","[1, 6, 4, 5, 2, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
755,"[3, 4, 6, 2, 5, 1]","[3, 6, 2, 4, 1, 5]","[2, 5, 4, 6, 1, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
756,"[3, 4, 6, 2, 5, 1]","[3, 5, 2, 4, 1, 6]","[2, 6, 4, 5, 1, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
757,"[3, 4, 5, 2, 6, 1]","[3, 6, 1, 4, 2, 5]","[1, 5, 4, 6, 2, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
758,"[3, 4, 5, 2, 6, 1]","[3, 5, 1, 4, 2, 6]","[1, 6, 4, 5, 2, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
759,"[3, 4, 5, 2, 6, 1]","[3, 6, 2, 4, 1, 5]","[2, 5, 4, 6, 1, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
760,"[3, 4, 5, 2, 6, 1]","[3, 5, 2, 4, 1, 6]","[2, 6, 4, 5, 1, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
761,"[3, 4, 6, 1, 5, 2]","[3, 6, 1, 4, 2, 5]","[1, 5, 4, 6, 2, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
762,"[3, 4, 6, 1, 5, 2]","[3, 5, 1, 4, 2, 6]","[1, 6, 4, 5, 2, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
763,"[3, 4, 6, 1, 5, 2]","[3, 6, 2, 4, 1, 5]","[2, 5, 4, 6, 1, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
764,"[3, 4, 6, 1, 5, 2]","[3, 5, 2, 4, 1, 6]","[2, 6, 4, 5, 1, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
765,"[3, 4, 5, 1, 6, 2]","[3, 6, 1, 4, 2, 5]","[1, 5, 4, 6, 2, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
766,"[3, 4, 5, 1, 6, 2]","[3, 5, 1, 4, 2, 6]","[1, 6, 4, 5, 2, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
767,"[3, 4, 5, 1, 6, 2]","[3, 6, 2, 4, 1, 5]","[2, 5, 4, 6, 1, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
768,"[3, 4, 5, 1, 6, 2]","[3, 5, 2, 4, 1, 6]","[2, 6, 4, 5, 1, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",17,6,0
769,"[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[5, 2, 4, 1, 6, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
770,"[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[6, 2, 4, 1, 5, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
771,"[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[5, 1, 4, 2, 6, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
772,"[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[6, 1, 4, 2, 5, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
773,"[4, 3, 1, 5, 2, 6]","[4, 1, 6, 3, 5, 2]","[2, 5, 3, 6, 1, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
774,"[4, 3, 1, 5, 2, 6]","[4, 1, 5, 3, 6, 2]","[2, 5, 3, 6, 1, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
775,"[4, 3, 1, 5, 2, 6]","[4, 2, 6, 3, 5, 1]","[2, 5, 3, 6, 1, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
776,"[4, 3, 1, 5, 2, 6]","[4, 2, 5, 3, 6, 1]","[2, 5, 3, 6, 1, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
777,"[4, 3, 1, 6, 2, 5]","[3, 5, 1, 4, 2, 6]","[5, 2, 4, 1, 6, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
778,"[4, 3, 1, 6, 2, 5]","[3, 5, 1, 4, 2, 6]","[6, 2, 4, 1, 5, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
779,"[4, 3, 1, 6, 2, 5]","[3, 5, 1, 4, 2, 6]","[5, 1, 4, 2, 6, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
780,"[4, 3, 1, 6, 2, 5]","[3, 5, 1, 4, 2, 6]","[6, 1, 4, 2, 5, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
781,"[4, 3, 1, 6, 2, 5]","[4, 1, 6, 3, 5, 2]","[2, 6, 3, 5, 1, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
782,"[4, 3, 1, 6, 2, 5]","[4, 1, 5, 3, 6, 2]","[2, 6, 3, 5, 1, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
783,"[4, 3, 1, 6, 2, 5]","[4, 2, 6, 3, 5, 1]","[2, 6, 3, 5, 1, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
784,"[4, 3, 1, 6, 2, 5]","[4, 2, 5, 3, 6, 1]","[2, 6, 3, 5, 1, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
785,"[4, 3, 2, 5, 1, 6]","[3, 6, 2, 4, 1, 5]","[5, 2, 4, 1, 6, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
786,"[4, 3, 2, 5, 1, 6]","[3, 6, 2, 4, 1, 5]","[6, 2, 4, 1, 5, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
787,"[4, 3, 2, 5, 1, 6]","[3, 6, 2, 4, 1, 5]","[5, 1, 4, 2, 6, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
788,"[4, 3, 2, 5, 1, 6]","[3, 6, 2, 4, 1, 5]","[6, 1, 4, 2, 5, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
789,"[4, 3, 2, 5, 1, 6]","[4, 1, 6, 3, 5, 2]","[1, 5, 3, 6, 2, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
790,"[4, 3, 2, 5, 1, 6]","[4, 1, 5, 3, 6, 2]","[1, 5, 3, 6, 2, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
791,"[4, 3, 2, 5, 1, 6]","[4, 2, 6, 3, 5, 1]","[1, 5, 3, 6, 2, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
792,"[4, 3, 2, 5, 1, 6]","[4, 2, 5, 3, 6, 1]","[1, 5, 3, 6, 2, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
793,"[4, 3, 2, 6, 1, 5]","[3, 5, 2, 4, 1, 6]","[5, 2, 4, 1, 6, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
794,"[4, 3, 2, 6, 1, 5]","[3, 5, 2, 4, 1, 6]","[6, 2, 4, 1, 5, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
795,"[4, 3, 2, 6, 1, 5]","[3, 5, 2, 4, 1, 6]","[5, 1, 4, 2, 6, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
796,"[4, 3, 2, 6, 1, 5]","[3, 5, 2, 4, 1, 6]","[6, 1, 4, 2, 5, 3]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
797,"[4, 3, 2, 6, 1, 5]","[4, 1, 6, 3, 5, 2]","[1, 6, 3, 5, 2, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
798,"[4, 3, 2, 6, 1, 5]","[4, 1, 5, 3, 6, 2]","[1, 6, 3, 5, 2, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
799,"[4, 3, 2, 6, 1, 5]","[4, 2, 6, 3, 5, 1]","[1, 6, 3, 5, 2, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
800,"[4, 3, 2, 6, 1, 5]","[4, 2, 5, 3, 6, 1]","[1, 6, 3, 5, 2, 4]","[4, 3, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",18,6,0
